BusinessCategoryId,BusinessId,CategoryId
127,8y56fOiKhtCnqaiYB2S2Qg,22
126,8y56fOiKhtCnqaiYB2S2Qg,85
131,ok38fApaT1TBEU-IH85BvA,26
130,ok38fApaT1TBEU-IH85BvA,88
129,ok38fApaT1TBEU-IH85BvA,87
136,lj0MiK5_fyv9df2twnsI7g,11
135,lj0MiK5_fyv9df2twnsI7g,9
134,lj0MiK5_fyv9df2twnsI7g,12
133,lj0MiK5_fyv9df2twnsI7g,50
139,S4a42azhoOmr0fpeNkggHg,91
138,S4a42azhoOmr0fpeNkggHg,90
141,A_Ij4SwFmlRbVtRnsdSzWA,93
151,tRVx2c89coruPRwYhGTcTw,22
150,tRVx2c89coruPRwYhGTcTw,100
149,tRVx2c89coruPRwYhGTcTw,99
148,tRVx2c89coruPRwYhGTcTw,98
147,tRVx2c89coruPRwYhGTcTw,97
146,tRVx2c89coruPRwYhGTcTw,21
145,tRVx2c89coruPRwYhGTcTw,96
144,tRVx2c89coruPRwYhGTcTw,37
143,tRVx2c89coruPRwYhGTcTw,95
156,1Jp_hmPNUZArNqzpbm7B0g,26
155,1Jp_hmPNUZArNqzpbm7B0g,103
154,1Jp_hmPNUZArNqzpbm7B0g,42
153,1Jp_hmPNUZArNqzpbm7B0g,102
159,zjySmTfL9WiMDVgp8-Jp3w,104
158,zjySmTfL9WiMDVgp8-Jp3w,32
161,5qpi5VQ_S2Itm8xvRm1k8Q,30
164,BnuzcebyB1AfxH0kjNWqSg,37
163,BnuzcebyB1AfxH0kjNWqSg,24
167,rDMptJYWtnMhpQu_rRXHng,107
166,rDMptJYWtnMhpQu_rRXHng,18
169,1WBkAuQg81kokZIPMpn9Zg,18
174,Z-4KHBDbdwyC7PwA_JE5Xw,111
173,Z-4KHBDbdwyC7PwA_JE5Xw,110
172,Z-4KHBDbdwyC7PwA_JE5Xw,109
171,Z-4KHBDbdwyC7PwA_JE5Xw,50
177,DPQnTnNw2PJj7DdENM98Cw,112
176,DPQnTnNw2PJj7DdENM98Cw,91
179,_F3AMoo_zdl-he384ISQbw,82
183,FmGZh8ZwEnSO860_2eiYHw,115
189,Pd52CjgyEU3Rb8co6QfTPw,22
188,Pd52CjgyEU3Rb8co6QfTPw,21
187,Pd52CjgyEU3Rb8co6QfTPw,116
186,Pd52CjgyEU3Rb8co6QfTPw,67
185,Pd52CjgyEU3Rb8co6QfTPw,23
192,4srfPk1s8nlm1YusyDUbjg,107
191,4srfPk1s8nlm1YusyDUbjg,37
197,n7V4cD-KqqE3OXk0irJTyA,118
196,n7V4cD-KqqE3OXk0irJTyA,82
195,n7V4cD-KqqE3OXk0irJTyA,95
194,n7V4cD-KqqE3OXk0irJTyA,37
202,ykJM7EuGziATZ5u2qIT08g,121
201,ykJM7EuGziATZ5u2qIT08g,65
208,Sx0C2RsDgrG3RxBBUoBqTw,35
213,v2GJWvZqEAjUc22hZUYzYw,128
212,v2GJWvZqEAjUc22hZUYzYw,127
211,v2GJWvZqEAjUc22hZUYzYw,126
210,v2GJWvZqEAjUc22hZUYzYw,125
216,MmR06_kNAbmOPK-0pKvGtA,38
215,MmR06_kNAbmOPK-0pKvGtA,33
219,ORUUPE_Ahrcop9K7h6rvVQ,35
218,ORUUPE_Ahrcop9K7h6rvVQ,131
222,r6Jw8oRCeumxu7Y1WRxT7A,133
221,r6Jw8oRCeumxu7Y1WRxT7A,26
224,EJFdWX908N8Yc2XG0Lky8A,134
233,d6ngz4WmMaQL8Xdfur7bwQ,138
232,d6ngz4WmMaQL8Xdfur7bwQ,137
231,d6ngz4WmMaQL8Xdfur7bwQ,136
230,d6ngz4WmMaQL8Xdfur7bwQ,133
229,d6ngz4WmMaQL8Xdfur7bwQ,26
238,6aFAEeJ3nS-iWGt7Tn7S0Q,26
237,6aFAEeJ3nS-iWGt7Tn7S0Q,142
236,6aFAEeJ3nS-iWGt7Tn7S0Q,141
235,6aFAEeJ3nS-iWGt7Tn7S0Q,140
245,0lCpaZpmjCFEmtti9O9ZdQ,44
247,2pD9wZWXDNsZf_MXd8rQtg,146
250,c6Shr51XcbvAeXp6hb_Exg,148
249,c6Shr51XcbvAeXp6hb_Exg,4
253,iPa__LOhse-hobC2Xmp-Kw,37
252,iPa__LOhse-hobC2Xmp-Kw,18
255,XPZT3zLrkLkFSkBVxSsM3w,16
259,zWb-kwaANIPMS_AFBbVOew,152
258,zWb-kwaANIPMS_AFBbVOew,151
257,zWb-kwaANIPMS_AFBbVOew,150
263,o1fTwfqN0sDFNpV1CkOPPg,37
262,o1fTwfqN0sDFNpV1CkOPPg,20
261,o1fTwfqN0sDFNpV1CkOPPg,33
272,NFTh6mj3X2AnHJCKIFUk5Q,154
271,NFTh6mj3X2AnHJCKIFUk5Q,93
275,EfYExaDrwhj0k611u5lYMg,30
274,EfYExaDrwhj0k611u5lYMg,156
277,AZUCA3oiGou2wLnAYG1P6g,4
279,kKx8iCJkomVQBdWHnmmOiA,37
284,B5EZlEDH6AVDk8tQGHAGqg,19
283,B5EZlEDH6AVDk8tQGHAGqg,22
282,B5EZlEDH6AVDk8tQGHAGqg,159
281,B5EZlEDH6AVDk8tQGHAGqg,37
286,bOOgAB_CEWWsxalAthnRSw,127
289,l5ijDMpYdyKbF0CxiCVO_Q,50
288,l5ijDMpYdyKbF0CxiCVO_Q,161
294,nJ3mXjItS8WcwhYbzbfDQw,72
293,nJ3mXjItS8WcwhYbzbfDQw,163
292,nJ3mXjItS8WcwhYbzbfDQw,30
291,nJ3mXjItS8WcwhYbzbfDQw,42
299,NoxzrJbWS4xD9ft0ygD3JA,93
298,NoxzrJbWS4xD9ft0ygD3JA,22
297,NoxzrJbWS4xD9ft0ygD3JA,165
296,NoxzrJbWS4xD9ft0ygD3JA,164
309,8XQmnE-v6RrsHiqEz6QXdg,172
308,8XQmnE-v6RrsHiqEz6QXdg,171
307,8XQmnE-v6RrsHiqEz6QXdg,30
320,YhV93k9uiMdr3FlV4FHjwA,178
319,YhV93k9uiMdr3FlV4FHjwA,152
318,YhV93k9uiMdr3FlV4FHjwA,37
317,YhV93k9uiMdr3FlV4FHjwA,177
316,YhV93k9uiMdr3FlV4FHjwA,151
315,YhV93k9uiMdr3FlV4FHjwA,176
314,YhV93k9uiMdr3FlV4FHjwA,175
313,YhV93k9uiMdr3FlV4FHjwA,174
312,YhV93k9uiMdr3FlV4FHjwA,30
311,YhV93k9uiMdr3FlV4FHjwA,173
310,YhV93k9uiMdr3FlV4FHjwA,150
322,w5WBrukfSuEyTjYUYlV4Ug,164
326,F0fEKpTk7gAmuSFI0KW1eQ,24
329,dA7KJReGl9PMi3Tg_mBHuw,182
328,dA7KJReGl9PMi3Tg_mBHuw,26
333,GX83LORhO99mdNFz9_cZdQ,184
332,GX83LORhO99mdNFz9_cZdQ,146
331,GX83LORhO99mdNFz9_cZdQ,183
335,YvxQOMstU2MVDr2uNHs_vw,32
341,HAX1zec191t7QkT2sBZ76A,37
344,HcEJ2YiSLX_mT3RE0hvKWQ,22
343,HcEJ2YiSLX_mT3RE0hvKWQ,190
352,VZ37HCZVruFm-w_Mkl1aEQ,128
351,VZ37HCZVruFm-w_Mkl1aEQ,192
350,VZ37HCZVruFm-w_Mkl1aEQ,82
349,VZ37HCZVruFm-w_Mkl1aEQ,65
348,VZ37HCZVruFm-w_Mkl1aEQ,126
347,VZ37HCZVruFm-w_Mkl1aEQ,121
346,VZ37HCZVruFm-w_Mkl1aEQ,191
354,zdC6e26U7tS1XtWcJPKCcA,194
358,VdlPZg2NAu8t8GkdbPLecg,37
357,VdlPZg2NAu8t8GkdbPLecg,39
356,VdlPZg2NAu8t8GkdbPLecg,195
362,c6Q3HP4cmWZbD9GX8kr4IA,196
361,c6Q3HP4cmWZbD9GX8kr4IA,52
360,c6Q3HP4cmWZbD9GX8kr4IA,54
367,c7X2SdKxVJMaOnFROO8WEg,174
366,c7X2SdKxVJMaOnFROO8WEg,38
365,c7X2SdKxVJMaOnFROO8WEg,198
364,c7X2SdKxVJMaOnFROO8WEg,37
375,strJsTvTHqWS18GVJQEHoA,201
374,strJsTvTHqWS18GVJQEHoA,200
380,e3rNvRnupvSMu6BABlDUuQ,205
379,e3rNvRnupvSMu6BABlDUuQ,204
378,e3rNvRnupvSMu6BABlDUuQ,194
377,e3rNvRnupvSMu6BABlDUuQ,203
383,QkG3KUXwqZBW18A9k1xqCA,19
382,QkG3KUXwqZBW18A9k1xqCA,37
385,d2HSFutxpaYsCPglJPRe1Q,38
392,shNBn6mTKxZ124yPC_H02Q,210
391,shNBn6mTKxZ124yPC_H02Q,209
390,shNBn6mTKxZ124yPC_H02Q,26
389,shNBn6mTKxZ124yPC_H02Q,208
388,shNBn6mTKxZ124yPC_H02Q,88
387,shNBn6mTKxZ124yPC_H02Q,30
394,ZmMCgM4RCqCXJ0Lswu6yxw,42
396,evwSIx2mmvpN0V0QteOAsA,213
401,pR6Fy9cP3oAzM_DtloLV5w,88
400,pR6Fy9cP3oAzM_DtloLV5w,216
399,pR6Fy9cP3oAzM_DtloLV5w,30
398,pR6Fy9cP3oAzM_DtloLV5w,215
408,gSr8zPc8M4eTxwGgPb5AsA,79
407,gSr8zPc8M4eTxwGgPb5AsA,35
406,gSr8zPc8M4eTxwGgPb5AsA,52
413,oB5KH-jYU93w-QnHas6EMA,220
412,oB5KH-jYU93w-QnHas6EMA,82
411,oB5KH-jYU93w-QnHas6EMA,219
410,oB5KH-jYU93w-QnHas6EMA,218
423,veXxt8rGY_RJPpA5QkHT9Q,38
422,veXxt8rGY_RJPpA5QkHT9Q,37
421,veXxt8rGY_RJPpA5QkHT9Q,223
420,veXxt8rGY_RJPpA5QkHT9Q,222
425,T5CdfrZWw-uW9Y5L_sddqQ,174
431,RV_NgH8wT1TuOs2qNt1WDg,226
430,RV_NgH8wT1TuOs2qNt1WDg,225
429,RV_NgH8wT1TuOs2qNt1WDg,4
428,RV_NgH8wT1TuOs2qNt1WDg,224
427,RV_NgH8wT1TuOs2qNt1WDg,110
438,5XejqzaFmtkZMstJS5Iy-w,228
437,5XejqzaFmtkZMstJS5Iy-w,23
436,5XejqzaFmtkZMstJS5Iy-w,37
435,5XejqzaFmtkZMstJS5Iy-w,20
434,5XejqzaFmtkZMstJS5Iy-w,75
433,5XejqzaFmtkZMstJS5Iy-w,227
440,7SBM_0TcfYTs2oMD-vgaQA,35
443,Wpt0sFHcPtV5MO9He7yMKQ,37
442,Wpt0sFHcPtV5MO9He7yMKQ,107
445,ZvvX30vgzBD2Ezd1zM33IQ,4
453,0953KSZ26LmJ7CDacVzpYg,235
452,0953KSZ26LmJ7CDacVzpYg,234
451,0953KSZ26LmJ7CDacVzpYg,30
450,0953KSZ26LmJ7CDacVzpYg,150
449,0953KSZ26LmJ7CDacVzpYg,151
448,0953KSZ26LmJ7CDacVzpYg,233
447,0953KSZ26LmJ7CDacVzpYg,91
458,DAG8irsIf0hMsEgDbrOE_A,237
457,DAG8irsIf0hMsEgDbrOE_A,164
456,DAG8irsIf0hMsEgDbrOE_A,30
455,DAG8irsIf0hMsEgDbrOE_A,236
462,WUiDaFQRZ8wKYGLvmjFjAw,239
461,WUiDaFQRZ8wKYGLvmjFjAw,37
460,WUiDaFQRZ8wKYGLvmjFjAw,238
467,nAFI7JZEhmvUKMKSA_5Chg,134
466,nAFI7JZEhmvUKMKSA_5Chg,22
465,nAFI7JZEhmvUKMKSA_5Chg,240
464,nAFI7JZEhmvUKMKSA_5Chg,21
472,5q6Xh-UcJa78bp6dzyaE7w,40
471,5q6Xh-UcJa78bp6dzyaE7w,38
470,5q6Xh-UcJa78bp6dzyaE7w,33
469,5q6Xh-UcJa78bp6dzyaE7w,241
476,h2XsV6mR6c7QURhlsi0RqA,26
475,h2XsV6mR6c7QURhlsi0RqA,243
474,h2XsV6mR6c7QURhlsi0RqA,42
481,MTH-AcNyWfsBa9sXp04HcQ,38
480,MTH-AcNyWfsBa9sXp04HcQ,244
479,MTH-AcNyWfsBa9sXp04HcQ,107
478,MTH-AcNyWfsBa9sXp04HcQ,20
486,M5jiUpAuliJtCYOF0cI3wA,35
485,M5jiUpAuliJtCYOF0cI3wA,54
484,M5jiUpAuliJtCYOF0cI3wA,52
483,M5jiUpAuliJtCYOF0cI3wA,196
488,nigYwB_m1TQ1WosjSWi-Hw,18
494,W1Yr6c2XDx_RBjb6WsV-aQ,37
493,W1Yr6c2XDx_RBjb6WsV-aQ,134
492,W1Yr6c2XDx_RBjb6WsV-aQ,23
491,W1Yr6c2XDx_RBjb6WsV-aQ,21
490,W1Yr6c2XDx_RBjb6WsV-aQ,22
496,oZBISmgb-GjOdj-ik8UfjA,30
503,OcUVZniPo7CnIG-Tv83XcQ,184
502,OcUVZniPo7CnIG-Tv83XcQ,4
501,OcUVZniPo7CnIG-Tv83XcQ,248
506,o8cX77mJ1nHMMo0URPS5bg,218
505,o8cX77mJ1nHMMo0URPS5bg,249
512,x5s5yvoI3QFLBZE6JNNhyg,26
511,x5s5yvoI3QFLBZE6JNNhyg,251
510,x5s5yvoI3QFLBZE6JNNhyg,137
509,x5s5yvoI3QFLBZE6JNNhyg,250
508,x5s5yvoI3QFLBZE6JNNhyg,133
515,EXsmUB2mJyJsCpCV-56Ujw,252
514,EXsmUB2mJyJsCpCV-56Ujw,237
517,NC03ZDFpIYpEi2aiFTmGPg,253
522,AR6mrWO89rq-ku_t_E71AA,256
521,AR6mrWO89rq-ku_t_E71AA,104
520,AR6mrWO89rq-ku_t_E71AA,255
519,AR6mrWO89rq-ku_t_E71AA,38
533,CfEJGhzBFkWKoe-UTT2jiw,50
536,vzx1WdVivFsaN4QYrez2rw,20
535,vzx1WdVivFsaN4QYrez2rw,37
547,y7g-pgAFx37vKytP5oRD0Q,38
546,y7g-pgAFx37vKytP5oRD0Q,44
550,iOudjMD1sFvD9QTltPQiTg,115
549,iOudjMD1sFvD9QTltPQiTg,93
554,aWnASLfWj1G6ptH4SR5RRA,262
553,aWnASLfWj1G6ptH4SR5RRA,104
552,aWnASLfWj1G6ptH4SR5RRA,168
563,AVtMhvR_3bhL9VkRrAG6dQ,264
565,PJ-VbAtIOso1dqd2frQqqg,241
573,mtTxLi9CZNOsDqOTJH3pQw,38
572,mtTxLi9CZNOsDqOTJH3pQw,33
571,mtTxLi9CZNOsDqOTJH3pQw,226
575,zV_aclADLjx2KOql9F_FTw,37
581,DCQ3qzzmsm1JZxvW8-bCgQ,270
580,DCQ3qzzmsm1JZxvW8-bCgQ,269
579,DCQ3qzzmsm1JZxvW8-bCgQ,30
578,DCQ3qzzmsm1JZxvW8-bCgQ,268
577,DCQ3qzzmsm1JZxvW8-bCgQ,267
583,yh-NN-dCaxxleNcI-_bsUA,174
585,8GL63JMAiD0mI-Z1Y-kT2Q,82
587,EiZYdEo9p2K6r6CnZ5gqsw,271
589,bA21m-qbgN_GNR6g-AlfYw,37
595,xMP2oDrKFqyUrN0Uww85EQ,273
594,xMP2oDrKFqyUrN0Uww85EQ,38
601,pOyt4Fon5n783Jc-hrSq-A,275
600,pOyt4Fon5n783Jc-hrSq-A,38
599,pOyt4Fon5n783Jc-hrSq-A,50
598,pOyt4Fon5n783Jc-hrSq-A,168
597,pOyt4Fon5n783Jc-hrSq-A,30
604,Pp_ca_wyn1vsKBNR94ZRXw,218
603,Pp_ca_wyn1vsKBNR94ZRXw,30
616,aLM-0HupwCE5r7bMIcQ2TQ,280
615,aLM-0HupwCE5r7bMIcQ2TQ,26
614,aLM-0HupwCE5r7bMIcQ2TQ,271
621,cYuGJKCCazgCnsGGlBxaEQ,9
620,cYuGJKCCazgCnsGGlBxaEQ,11
619,cYuGJKCCazgCnsGGlBxaEQ,55
618,cYuGJKCCazgCnsGGlBxaEQ,12
631,vIAQV1_p48AsKP-B9iULwg,248
630,vIAQV1_p48AsKP-B9iULwg,4
629,vIAQV1_p48AsKP-B9iULwg,30
642,Kul8tFT48hZQJkeNK5jLBQ,102
641,Kul8tFT48hZQJkeNK5jLBQ,26
640,Kul8tFT48hZQJkeNK5jLBQ,288
644,uZd7UVMib1EYUFFbfWkGdw,289
647,cehTmoCXPi0a3FwCE3Tq2Q,30
646,cehTmoCXPi0a3FwCE3Tq2Q,150
649,Uy3_5nLo3sYkAuSX6mjdmg,37
653,mLP-jIIRdoaYM7fJqqFurw,24
652,mLP-jIIRdoaYM7fJqqFurw,174
651,mLP-jIIRdoaYM7fJqqFurw,37
657,GDOAg680Gmi6S1MlhU7B1g,69
656,GDOAg680Gmi6S1MlhU7B1g,292
655,GDOAg680Gmi6S1MlhU7B1g,37
660,2v-8QQfMLX2PCz-0S6gISQ,174
659,2v-8QQfMLX2PCz-0S6gISQ,37
667,AXb5gCwqHl-_v6ZIMb1mXQ,154
666,AXb5gCwqHl-_v6ZIMb1mXQ,37
665,AXb5gCwqHl-_v6ZIMb1mXQ,93
664,AXb5gCwqHl-_v6ZIMb1mXQ,23
674,HyE2qiMaz7HMJWDhunHA4A,196
673,HyE2qiMaz7HMJWDhunHA4A,35
679,Vl9UFifPCWTGKdogF5gnvw,208
678,Vl9UFifPCWTGKdogF5gnvw,137
677,Vl9UFifPCWTGKdogF5gnvw,26
676,Vl9UFifPCWTGKdogF5gnvw,294
687,htKaC4cHY4wlB4Wqb8CDnQ,295
686,htKaC4cHY4wlB4Wqb8CDnQ,151
685,htKaC4cHY4wlB4Wqb8CDnQ,150
694,Q1MzgzH263RgYX4TU4xQ2Q,237
693,Q1MzgzH263RgYX4TU4xQ2Q,150
692,Q1MzgzH263RgYX4TU4xQ2Q,296
691,Q1MzgzH263RgYX4TU4xQ2Q,93
690,Q1MzgzH263RgYX4TU4xQ2Q,236
689,Q1MzgzH263RgYX4TU4xQ2Q,252
698,kyXEnWKQGWSThY6EcjORuw,37
697,kyXEnWKQGWSThY6EcjORuw,298
696,kyXEnWKQGWSThY6EcjORuw,75
705,M3uV9Y3EDSpy9d4YwyNSAQ,22
704,M3uV9Y3EDSpy9d4YwyNSAQ,96
703,M3uV9Y3EDSpy9d4YwyNSAQ,300
702,M3uV9Y3EDSpy9d4YwyNSAQ,299
701,M3uV9Y3EDSpy9d4YwyNSAQ,82
700,M3uV9Y3EDSpy9d4YwyNSAQ,37
708,swZaqSjwq4UF8QhEtacx5A,28
707,swZaqSjwq4UF8QhEtacx5A,27
710,P5TLch0Fu9p3o6W2hRSz0g,35
714,1cLXGXThDYZ5WK_KpBLtkw,44
713,1cLXGXThDYZ5WK_KpBLtkw,33
712,1cLXGXThDYZ5WK_KpBLtkw,302
717,KVPGEIZb0i5EBYOrlMOziQ,121
716,KVPGEIZb0i5EBYOrlMOziQ,304
720,onb5syYKz4Wf3cwQWuqv1A,306
719,onb5syYKz4Wf3cwQWuqv1A,42
725,7m9ux0KgTe2NwUU0XA_9xQ,35
724,7m9ux0KgTe2NwUU0XA_9xQ,309
723,7m9ux0KgTe2NwUU0XA_9xQ,308
722,7m9ux0KgTe2NwUU0XA_9xQ,307
730,VWNvhS3kUYU9qxiFudb6Ag,306
743,JX3ivaSLYcAmDS0HmLOxiA,312
742,JX3ivaSLYcAmDS0HmLOxiA,35
751,LOeVGnlOti05f86ZZbgY7Q,35
750,LOeVGnlOti05f86ZZbgY7Q,52
754,oMH0Ac-Pke2Ph4btOXiQuw,316
753,oMH0Ac-Pke2Ph4btOXiQuw,121
758,nSD-uxCMb745bH3dxoko9Q,292
757,nSD-uxCMb745bH3dxoko9Q,69
756,nSD-uxCMb745bH3dxoko9Q,37
762,stDINY-WbudvOK9kfCX9Hw,30
761,stDINY-WbudvOK9kfCX9Hw,4
760,stDINY-WbudvOK9kfCX9Hw,248
767,rasO0zMTS6uw-LX9IFbfSw,42
766,rasO0zMTS6uw-LX9IFbfSw,26
765,rasO0zMTS6uw-LX9IFbfSw,271
764,rasO0zMTS6uw-LX9IFbfSw,280
772,NXoGguzSd3DrsaGRIQXLpg,194
771,NXoGguzSd3DrsaGRIQXLpg,213
770,NXoGguzSd3DrsaGRIQXLpg,203
769,NXoGguzSd3DrsaGRIQXLpg,205
776,2Hv5ELUYvnkZtCLZaBhTcw,320
783,bXuHmdgo3DM7JIYNXN4Ndg,91
782,bXuHmdgo3DM7JIYNXN4Ndg,121
781,bXuHmdgo3DM7JIYNXN4Ndg,234
780,bXuHmdgo3DM7JIYNXN4Ndg,30
779,bXuHmdgo3DM7JIYNXN4Ndg,233
778,bXuHmdgo3DM7JIYNXN4Ndg,90
788,WghcqSAGCzKOhprLblYWVA,121
787,WghcqSAGCzKOhprLblYWVA,322
786,WghcqSAGCzKOhprLblYWVA,62
785,WghcqSAGCzKOhprLblYWVA,65
801,DVaTciFGcCXLHTufHZM4_A,300
800,DVaTciFGcCXLHTufHZM4_A,165
799,DVaTciFGcCXLHTufHZM4_A,159
798,DVaTciFGcCXLHTufHZM4_A,21
797,DVaTciFGcCXLHTufHZM4_A,22
796,DVaTciFGcCXLHTufHZM4_A,326
818,FtexOfH0spZrWcfj0LATiA,87
817,FtexOfH0spZrWcfj0LATiA,26
816,FtexOfH0spZrWcfj0LATiA,332
815,FtexOfH0spZrWcfj0LATiA,121
814,FtexOfH0spZrWcfj0LATiA,88
813,FtexOfH0spZrWcfj0LATiA,331
822,Qv0OEziLJwyAqcgtrTsA4w,24
821,Qv0OEziLJwyAqcgtrTsA4w,37
820,Qv0OEziLJwyAqcgtrTsA4w,20
830,TzlaonysPohYJyLIFTk6Jg,286
829,TzlaonysPohYJyLIFTk6Jg,93
828,TzlaonysPohYJyLIFTk6Jg,337
827,TzlaonysPohYJyLIFTk6Jg,115
826,TzlaonysPohYJyLIFTk6Jg,336
825,TzlaonysPohYJyLIFTk6Jg,335
824,TzlaonysPohYJyLIFTk6Jg,334
835,qts-sjm1sj3oiT_Rch1zhQ,150
834,qts-sjm1sj3oiT_Rch1zhQ,152
833,qts-sjm1sj3oiT_Rch1zhQ,30
832,qts-sjm1sj3oiT_Rch1zhQ,339
840,lh2Lpra5q06qDxZeBQPOuQ,30
839,lh2Lpra5q06qDxZeBQPOuQ,152
838,lh2Lpra5q06qDxZeBQPOuQ,341
837,lh2Lpra5q06qDxZeBQPOuQ,150
845,8ksIhKcaFmzRX5pYA8cs0g,344
844,8ksIhKcaFmzRX5pYA8cs0g,343
843,8ksIhKcaFmzRX5pYA8cs0g,342
842,8ksIhKcaFmzRX5pYA8cs0g,27
849,xiSEUnaX77EhNz-l3ag7RA,346
848,xiSEUnaX77EhNz-l3ag7RA,50
847,xiSEUnaX77EhNz-l3ag7RA,345
852,BiBILjVBFpT3QtYRwhrL6w,52
851,BiBILjVBFpT3QtYRwhrL6w,347
856,zF7HHlWxhgpaO4IVmaNeag,82
855,zF7HHlWxhgpaO4IVmaNeag,348
854,zF7HHlWxhgpaO4IVmaNeag,81
865,e4-Clr5QT4l3Rf9R7tQ5aQ,30
864,e4-Clr5QT4l3Rf9R7tQ5aQ,350
863,e4-Clr5QT4l3Rf9R7tQ5aQ,172
862,e4-Clr5QT4l3Rf9R7tQ5aQ,349
861,e4-Clr5QT4l3Rf9R7tQ5aQ,44
860,e4-Clr5QT4l3Rf9R7tQ5aQ,256
878,c1HfT-Rm4iYSxsAsk8eW4Q,203
877,c1HfT-Rm4iYSxsAsk8eW4Q,204
876,c1HfT-Rm4iYSxsAsk8eW4Q,353
881,paN928wuyEHzxw7Zn5_snw,150
880,paN928wuyEHzxw7Zn5_snw,341
884,akRtfcCezswizRIaAqJ4fQ,221
883,akRtfcCezswizRIaAqJ4fQ,37
890,kpM-NegY__31O-XMEEesdg,30
889,kpM-NegY__31O-XMEEesdg,16
888,kpM-NegY__31O-XMEEesdg,151
887,kpM-NegY__31O-XMEEesdg,152
886,kpM-NegY__31O-XMEEesdg,355
895,llE7OE0-4_LTS8rpGKOO-Q,2
894,llE7OE0-4_LTS8rpGKOO-Q,6
893,llE7OE0-4_LTS8rpGKOO-Q,1
892,llE7OE0-4_LTS8rpGKOO-Q,4
898,wZ-o2o-LVjc03JKb9_oZuQ,73
897,wZ-o2o-LVjc03JKb9_oZuQ,216
901,P2V7MzTHkC6-A0IlJIPBEw,194
900,P2V7MzTHkC6-A0IlJIPBEw,213
903,MfI-S7392ENwqWG89g4Opw,35
906,N_W4JlpCw02VPSf5Mrxwqg,38
905,N_W4JlpCw02VPSf5Mrxwqg,241
908,JtBJ-UPbVjJvqzqkO-jnjA,30
915,y0YoEY7JamQjTWju6OqjkQ,215
914,y0YoEY7JamQjTWju6OqjkQ,361
913,y0YoEY7JamQjTWju6OqjkQ,360
